model,min,T,A
A_T1,0.02,53.05,0.0345
A_T1,0.03,53.17,0.0345
A_T1,0.02,53.25,0.0345
A_T1,0.03,53.26,0.0345
A_T1,0.02,53.29,0.0345
A_T1,0.02,53.33,0.0345
A_T1,0.03,53.41,0.0345
A_T1,0.02,53.54,0.0345
A_T1,0.03,53.55,0.0345
A_T1,0.02,53.61,0.0345
A_T1,0.01,53.65,0.0345
A_T1,0.04,53.74,0.0345
A_T1,0.01,53.8,0.0345
A_T1,0.04,53.87,0.0345
A_T1,0.01,53.92,0.0345
A_T1,0.02,53.96,0.0345
A_T1,0.03,54.01,0.0345
A_T1,0.02,54.03,0.0345
A_T1,0.03,54.08,0.0345
A_T1,0.02,54.14,0.0345
A_T1,0.02,54.2,0.0345
A_T1,0.03,54.23,0.0345
A_T1,0.02,54.29,0.0345
A_T1,0.03,54.31,0.0345
A_T1,0.02,54.35,0.0345
A_T1,0.03,54.43,0.0345
A_T1,0.02,54.5,0.0345
A_T1,0.01,54.5,0.0345
A_T1,0.04,54.61,0.0345
A_T1,0.01,54.62,0.0345
A_T1,0.04,54.69,0.0345
A_T1,0.01,54.73,0.0345
A_T1,0.02,54.81,0.0345
A_T1,0.03,54.82,0.0345
A_T1,0.02,54.88,0.0345
A_T1,0.03,54.93,0.0345
A_T1,0.02,54.98,0.0345
A_T1,0.02,55.03,0.0345
A_T1,0.03,55.15,0.0345
A_T1,0.02,55.21,0.0345
A_T1,0.03,55.27,0.0345
A_T1,0.02,55.34,0.0345
A_T1,0.01,55.38,0.0345
A_T1,0.04,55.45,0.0345
A_T1,0.01,55.63,0.0345
A_T1,0.04,55.71,0.0345
A_T1,0.01,55.73,0.0345
A_T1,0.02,55.81,0.0345
A_T1,0.03,55.81,0.0345
A_T1,0.02,55.84,0.0345
A_T1,0.03,55.88,0.0345
A_T1,0.02,55.9,0.0345
A_T1,0.02,55.95,0.0345
A_T1,0.03,55.96,0.0345
A_T1,0.02,56.03,0.0345
A_T1,0.03,56.09,0.0345
A_T1,0.02,56.25,0.0345
A_T1,0.01,56.34,0.0345
A_T1,0.04,56.28,0.0345
A_T1,0.01,56.3,0.0345
A_T1,0.04,56.39,0.0345
A_T1,0.01,56.47,0.0345
A_T1,0.04,56.54,0.0345
A_T1,0.01,56.55,0.0345
A_T1,0.02,56.61,0.0345
A_T1,0.03,56.68,0.0345
A_T1,0.02,56.78,0.0345
A_T1,0.03,56.84,0.0345
A_T1,0.02,56.84,0.0345
A_T1,0.02,56.9,0.0345
A_T1,0.03,56.93,0.0345
A_T1,0.02,56.95,0.0345
A_T1,0.03,57,0.0345
A_T1,0.02,57.09,0.0345
A_T1,0.01,57.21,0.0345
A_T1,0.04,57.23,0.0345
A_T1,0.01,57.24,0.0345
A_T1,0.04,57.29,0.0345
A_T1,0.01,57.38,0.0345
A_T1,0.04,57.55,0.0345
A_T1,0.01,57.6,0.0345
A_T1,0.02,57.67,0.0345
A_T1,0.03,57.72,0.0345
A_T1,0.02,57.71,0.0345
A_T1,0.03,57.81,0.0345
A_T1,0.02,57.85,0.0345
A_T1,0.02,57.91,0.0345
A_T1,0.03,57.92,0.0345
A_T1,0.02,58.06,0.0345
A_T1,0.03,58.11,0.0345
A_T1,0.02,58.1,0.0345
A_T1,0.01,58.19,0.0345
A_T1,0.04,58.25,0.0345
A_T1,0.01,58.36,0.0345
A_T1,0.04,58.34,0.0345
A_T1,0.01,58.35,0.0345
A_T1,0.02,58.42,0.0345
A_T1,0.03,58.48,0.0345
A_T1,0.02,58.64,0.0345
A_T1,0.03,58.62,0.0345
A_T1,0.02,58.68,0.0345
A_T1,0.02,58.65,0.0345
A_T1,0.03,58.74,0.0345
A_T1,0.02,58.76,0.0345
A_T1,0.03,58.85,0.0345
A_T1,0.02,58.89,0.0345
A_T1,0.03,58.96,0.0345
A_T1,0.02,59.01,0.0345
A_T1,0.01,59.15,0.0345
A_T1,0.04,59.13,0.0345
A_T1,0.01,59.19,0.0345
A_T1,0.04,59.18,0.0345
A_T1,0.01,59.23,0.0345
A_T1,0.04,59.31,0.0345
A_T1,0.01,59.35,0.0345
A_T1,0.04,59.42,0.0345
A_T1,0.01,59.49,0.0345
A_T1,0.02,59.48,0.0345
A_T1,0.03,59.54,0.0345
A_T1,0.02,59.71,0.0345
A_T1,0.03,59.7,0.0345
A_T1,0.02,59.67,0.0345
A_T1,0.03,59.75,0.0345
A_T1,0.02,59.81,0.0345
A_T1,0.03,59.84,0.0345
A_T1,0.02,59.95,0.0345
A_T1,0.02,60.05,0.0345
A_T1,0.03,60.11,0.0345
A_T1,0.02,60.15,0.0345
A_T1,0.03,60.29,0.0345
A_T1,0.02,60.22,0.0345
A_T1,0.03,60.44,0.0345
A_T1,0.02,60.57,0.0345
A_T1,0.03,60.61,0.0345
A_T1,0.02,60.67,0.0345
A_T1,0.01,60.84,0.0345
A_T1,0.04,60.88,0.0345
A_T1,0.01,60.93,0.0345
A_T1,0.04,60.99,0.0345
A_T1,0.01,61.03,0.0345
A_T1,0.04,61.16,0.0345
A_T1,0.01,61.26,0.0345
A_T1,0.02,61.27,0.0345
A_T1,0.03,61.27,0.0345
A_T1,0.02,61.3,0.0345
A_T1,0.03,61.19,0.0345
A_T1,0.02,61.18,0.0345
A_T1,0.03,61.38,0.0345
A_T1,0.02,61.43,0.0345
A_T1,0.02,61.49,0.0345
A_T1,0.03,61.22,0.0345
A_T1,0.02,61.34,0.0345
A_T1,0.03,61.58,0.0345
A_T1,0.02,61.85,0.0345
A_T1,0.03,61.5,0.0345
A_T1,0.02,61.46,0.0345
A_T1,0.01,61.45,0.0345
A_T1,0.04,61.54,0.0345
A_T1,0.01,61.6,0.0345
A_T1,0.04,61.6,0.0345
A_T1,0.01,61.66,0.0345
A_T1,0.02,61.63,0.0345
A_T1,0.03,61.7,0.0345
A_T1,0.02,61.7,0.0345
A_T1,0.03,61.78,0.0345
A_T1,0.02,61.77,0.0345
A_T1,0.02,61.85,0.0345
A_T1,0.03,61.95,0.0345
A_T1,0.02,61.98,0.0345
A_T1,0.03,62,0.0345
A_T1,0.02,61.96,0.0345
A_T1,0.01,62.17,0.0345
A_T1,0.04,62.28,0.0345
A_T1,0.01,62.28,0.0345
A_T1,0.04,62.26,0.0345
A_T1,0.01,62.31,0.0345
A_T1,0.02,62.35,0.0345
A_T1,0.03,62.27,0.0345
A_T1,0.02,62.25,0.0345
A_T1,0.03,62.34,0.0345
A_T1,0.02,62.37,0.0345
A_T1,0.02,62.32,0.0345
A_T1,0.03,62.32,0.0345
A_T1,0.02,62.31,0.0345
A_T1,0.03,62.38,0.0345
A_T1,0.02,62.42,0.0345
A_T1,0.03,62.52,0.0345
A_T1,0.02,62.66,0.0345
A_T1,0.01,62.71,0.0345
A_T1,0.04,62.73,0.0345
A_T1,0.01,62.83,0.0345
A_T1,0.04,62.89,0.0345
A_T1,0.01,62.92,0.0345
A_T1,0.02,63.11,0.0345
A_T1,0.03,63.1,0.0345
A_T1,0.02,63.25,0.0345
A_T1,0.03,63.3,0.0345
A_T1,0.02,63.23,0.0345
A_T1,0.02,63.29,0.0345
A_T1,0.03,63.34,0.0345
A_T1,0.02,63.49,0.0345
A_T1,0.03,63.55,0.0345
A_T1,0.02,63.65,0.0345
A_T1,0.01,63.73,0.0345
A_T1,0.04,63.81,0.0345
A_T1,0.01,63.89,0.0345
A_T1,0.04,63.92,0.0345
A_T1,0.01,64.06,0.0345
A_T1,0.02,63.9,0.0345
A_T1,0.03,64.09,0.0345
A_T1,0.02,64.26,0.0345
A_T1,0.03,64.21,0.0345
A_T1,0.02,64.15,0.0345
A_T1,0.02,64.14,0.0345
A_T1,0.03,64.25,0.0345
A_T1,0.02,64.33,0.0345
A_T1,0.03,64.42,0.0345
A_T1,0.02,64.29,0.0345
A_T1,0.01,64.44,0.0345
A_T1,0.04,64.52,0.0345
A_T1,0.01,64.47,0.0345
A_T1,0.04,64.53,0.0345
A_T1,0.01,64.54,0.0345
A_T1,0.02,64.47,0.0345
A_T1,0.03,64.64,0.0345
A_T1,0.02,64.86,0.0345
A_T1,0.03,64.98,0.0345
A_T1,0.02,65.03,0.0345
A_T1,0.02,65.03,0.0345
A_T1,0.03,65.04,0.0345
A_T1,0.02,64.98,0.0345
A_T1,0.03,65.42,0.0345
A_T1,0.02,65.31,0.0345
A_T1,0.01,65.68,0.0345
A_T1,0.04,65.59,0.0345
A_T1,0.01,65.87,0.0345
A_T1,0.04,66.21,0.0345
A_T1,0.01,66.41,0.0345
A_T1,0.02,66.21,0.0345
A_T1,0.03,66.47,0.0345
A_T1,0.02,66.67,0.0345
A_T1,0.03,67,0.0345
A_T1,0.02,66.81,0.0345
A_T1,0.03,66.28,0.0345
A_T1,0.02,66.54,0.0345
A_T1,0.02,66.23,0.0345
A_T1,0.03,66.13,0.0345
A_T1,0.02,66.12,0.0345
A_T1,0.03,66.25,0.0345
A_T1,0.02,66.16,0.0345
A_T1,0.01,66.48,0.0345
A_T1,0.04,66.63,0.0345
A_T1,0.01,66.64,0.0345
A_T1,0.04,66.71,0.0345
A_T1,0.01,66.6,0.0345
A_T1,0.02,67.24,0.0345
A_T1,0.03,66.63,0.0345
A_T1,0.02,67.42,0.0345
A_T1,0.03,66.86,0.0345
A_T1,0.02,66.64,0.0345
A_T1,0.02,66.51,0.0345
A_T1,0.03,66.39,0.0345
A_T1,0.02,66.43,0.0345
A_T1,0.03,66.59,0.0345
A_T1,0.02,67.59,0.0345
A_T1,0.01,66.85,0.0345
A_T1,0.04,67,0.0345
A_T1,0.01,67.27,0.0345
A_T1,0.04,67.37,0.0345
A_T1,0.01,67.53,0.0345
A_T1,0.02,67.2,0.0345
A_T1,0.03,67.29,0.0345
A_T2,0,24.73,0.0345
A_T2,0.03,24.72,0.0345
A_T2,0.02,24.72,0.0345
A_T2,0.03,24.76,0.0345
A_T2,0.02,24.86,0.0345
A_T2,0.02,25,0.0345
A_T2,0.03,25.15,0.0345
A_T2,0.02,25.29,0.0345
A_T2,0.03,25.43,0.0345
A_T2,0.02,25.55,0.0345
A_T2,0.01,25.67,0.0345
A_T2,0.04,25.79,0.0345
A_T2,0.01,25.9,0.0345
A_T2,0.04,26.01,0.0345
A_T2,0.01,26.11,0.0345
A_T2,0.02,26.2,0.0345
A_T2,0.03,26.3,0.0345
A_T2,0.02,26.38,0.0345
A_T2,0.03,26.48,0.0345
A_T2,0.02,26.55,0.0345
A_T2,0.02,26.65,0.0345
A_T2,0.03,26.73,0.0345
A_T2,0.02,26.81,0.0345
A_T2,0.03,26.88,0.0345
A_T2,0.02,26.95,0.0345
A_T2,0.01,27.03,0.0345
A_T2,0.04,27.12,0.0345
A_T2,0.01,27.18,0.0345
A_T2,0.04,27.26,0.0345
A_T2,0.01,27.33,0.0345
A_T2,0.02,27.39,0.0345
A_T2,0.03,27.45,0.0345
A_T2,0.02,27.51,0.0345
A_T2,0.03,27.57,0.0345
A_T2,0.02,27.63,0.0345
A_T2,0.02,27.71,0.0345
A_T2,0.03,27.75,0.0345
A_T2,0.02,27.81,0.0345
A_T2,0.01,27.87,0.0345
A_T2,0.04,27.94,0.0345
A_T2,0.01,27.99,0.0345
A_T2,0.04,28.05,0.0345
A_T2,0.01,28.1,0.0345
A_T2,0.02,28.15,0.0345
A_T2,0.03,28.21,0.0345
A_T2,0.02,28.26,0.0345
A_T2,0.03,28.31,0.0345
A_T2,0.02,28.37,0.0345
A_T2,0.02,28.42,0.0345
A_T2,0.03,28.46,0.0345
A_T2,0.02,28.52,0.0345
A_T2,0.03,28.57,0.0345
A_T2,0.02,28.63,0.0345
A_T2,0.01,28.67,0.0345
A_T2,0.04,28.73,0.0345
A_T2,0.01,28.78,0.0345
A_T2,0.02,28.82,0.0345
A_T2,0.03,28.88,0.0345
A_T2,0.02,28.93,0.0345
A_T2,0.03,28.98,0.0345
A_T2,0.02,29.03,0.0345
A_T2,0.02,29.06,0.0345
A_T2,0.03,29.1,0.0345
A_T2,0.02,29.14,0.0345
A_T2,0.03,29.19,0.0345
A_T2,0.02,29.25,0.0345
A_T2,0.01,29.29,0.0345
A_T2,0.04,29.32,0.0345
A_T2,0.01,29.38,0.0345
A_T2,0.04,29.42,0.0345
A_T2,0.01,29.47,0.0345
A_T2,0.02,29.51,0.0345
A_T2,0.03,29.58,0.0345
A_T2,0.02,29.61,0.0345
A_T2,0.02,29.66,0.0345
A_T2,0.03,29.7,0.0345
A_T2,0.02,29.75,0.0345
A_T2,0.03,29.78,0.0345
A_T2,0.02,29.84,0.0345
A_T2,0.01,29.89,0.0345
A_T2,0.04,29.93,0.0345
A_T2,0.01,29.98,0.0345
A_T2,0.04,30.02,0.0345
A_T2,0.01,30.07,0.0345
A_T2,0.02,30.1,0.0345
A_T2,0.03,30.16,0.0345
A_T2,0.02,30.19,0.0345
A_T2,0.03,30.24,0.0345
A_T2,0.02,30.28,0.0345
A_T2,0.02,30.33,0.0345
A_T2,0.03,30.37,0.0345
A_T2,0.02,30.42,0.0345
A_T2,0.03,30.46,0.0345
A_T2,0.02,30.5,0.0345
A_T2,0.01,30.56,0.0345
A_T2,0.04,30.6,0.0345
A_T2,0.01,30.66,0.0345
A_T2,0.04,30.7,0.0345
A_T2,0.01,30.74,0.0345
A_T2,0.02,30.79,0.0345
A_T2,0.03,30.83,0.0345
A_T2,0.02,30.89,0.0345
A_T2,0.03,30.94,0.0345
A_T2,0.02,30.98,0.0345
A_T2,0.02,31.02,0.0345
A_T2,0.03,31.07,0.0345
A_T2,0.02,31.13,0.0345
A_T2,0.03,31.18,0.0345
A_T2,0.02,31.21,0.0345
A_T2,0.01,31.26,0.0345
A_T2,0.04,31.31,0.0345
A_T2,0.01,31.36,0.0345
A_T2,0.04,31.4,0.0345
A_T2,0.01,31.46,0.0345
A_T2,0.02,31.5,0.0345
A_T2,0.03,31.55,0.0345
A_T2,0.02,31.6,0.0345
A_T2,0.03,31.66,0.0345
A_T2,0.02,31.71,0.0345
A_T2,0.02,31.74,0.0345
A_T2,0.03,31.8,0.0345
A_T2,0.02,31.84,0.0345
A_T2,0.03,31.89,0.0345
A_T2,0.02,31.94,0.0345
A_T2,0.01,31.99,0.0345
A_T2,0.04,32.04,0.0345
A_T2,0.01,32.08,0.0345
A_T2,0.04,32.14,0.0345
A_T2,0.01,32.2,0.0345
A_T2,0.04,32.25,0.0345
A_T2,0.01,32.3,0.0345
A_T2,0.02,32.36,0.0345
A_T2,0.03,32.4,0.0345
A_T2,0.02,32.44,0.0345
A_T2,0.03,32.5,0.0345
A_T2,0.02,32.55,0.0345
A_T2,0.02,32.6,0.0345
A_T2,0.03,32.65,0.0345
A_T2,0.02,32.7,0.0345
A_T2,0.03,32.76,0.0345
A_T2,0.02,32.8,0.0345
A_T2,0.01,32.86,0.0345
A_T2,0.04,32.91,0.0345
A_T2,0.01,32.96,0.0345
A_T2,0.04,33.01,0.0345
A_T2,0.01,33.06,0.0345
A_T2,0.02,33.11,0.0345
A_T2,0.03,33.19,0.0345
A_T2,0.02,33.22,0.0345
A_T2,0.03,33.27,0.0345
A_T2,0.02,33.34,0.0345
A_T2,0.02,33.39,0.0345
A_T2,0.03,33.44,0.0345
A_T2,0.02,33.5,0.0345
A_T2,0.01,33.54,0.0345
A_T2,0.04,33.61,0.0345
A_T2,0.01,33.66,0.0345
A_T2,0.04,33.71,0.0345
A_T2,0.01,33.77,0.0345
A_T2,0.02,33.83,0.0345
A_T2,0.03,33.87,0.0345
A_T2,0.02,33.93,0.0345
A_T2,0.03,33.98,0.0345
A_T2,0.02,34.05,0.0345
A_T2,0.02,34.1,0.0345
A_T2,0.03,34.16,0.0345
A_T2,0.02,34.2,0.0345
A_T2,0.03,34.26,0.0345
A_T2,0.02,34.31,0.0345
A_T2,0.01,34.37,0.0345
A_T2,0.04,34.44,0.0345
A_T2,0.01,34.49,0.0345
A_T2,0.04,34.55,0.0345
A_T2,0.01,34.59,0.0345
A_T2,0.02,34.66,0.0345
A_T2,0.03,34.71,0.0345
A_T2,0.02,34.78,0.0345
A_T2,0.02,34.83,0.0345
A_T2,0.03,34.9,0.0345
A_T2,0.02,34.96,0.0345
A_T2,0.03,35,0.0345
A_T2,0.02,35.05,0.0345
A_T2,0.01,35.13,0.0345
A_T2,0.04,35.18,0.0345
A_T2,0.01,35.24,0.0345
A_T2,0.04,35.29,0.0345
A_T2,0.01,35.36,0.0345
A_T2,0.02,35.4,0.0345
A_T2,0.03,35.47,0.0345
A_T2,0.02,35.53,0.0345
A_T2,0.03,35.59,0.0345
A_T2,0.02,35.64,0.0345
A_T2,0.02,35.7,0.0345
A_T2,0.03,35.76,0.0345
A_T2,0.02,35.84,0.0345
A_T2,0.03,35.88,0.0345
A_T2,0.02,35.94,0.0345
A_T2,0.01,35.99,0.0345
A_T2,0.04,36.05,0.0345
A_T2,0.01,36.12,0.0345
A_T2,0.04,36.19,0.0345
A_T2,0.01,36.23,0.0345
A_T2,0.02,36.3,0.0345
A_T2,0.03,36.36,0.0345
A_T2,0.02,36.41,0.0345
A_T2,0.02,36.48,0.0345
A_T2,0.03,36.53,0.0345
A_T2,0.02,36.6,0.0345
A_T2,0.03,36.65,0.0345
A_T2,0.02,36.71,0.0345
A_T2,0.01,36.78,0.0345
A_T2,0.04,36.83,0.0345
A_T2,0.01,36.9,0.0345
A_T2,0.04,36.94,0.0345
A_T2,0.01,37.01,0.0345
A_T2,0.02,37.06,0.0345
A_T2,0.03,37.12,0.0345
A_T2,0.02,37.19,0.0345
A_T2,0.03,37.26,0.0345
A_T2,0.02,37.31,0.0345
A_T2,0.02,37.36,0.0345
A_T2,0.03,37.43,0.0345
A_T2,0.02,37.5,0.0345
A_T2,0.03,37.57,0.0345
A_T2,0.02,37.63,0.0345
A_T2,0.01,37.67,0.0345
A_T2,0.04,37.74,0.0345
A_T2,0.01,37.82,0.0345
A_T2,0.04,37.86,0.0345
A_T2,0.01,37.93,0.0345
A_T2,0.02,37.97,0.0345
A_T2,0.03,38.04,0.0345
A_T2,0.02,38.09,0.0345
A_T2,0.03,38.15,0.0345
A_T2,0.02,38.21,0.0345
A_T2,0.02,38.29,0.0345
A_T2,0.03,38.33,0.0345
A_T2,0.02,38.38,0.0345
A_T2,0.01,38.46,0.0345
A_T2,0.04,38.52,0.0345
A_T2,0.01,38.59,0.0345
A_T2,0.04,38.63,0.0345
A_T2,0.01,38.69,0.0345
A_T2,0.02,38.75,0.0345
A_T2,0.03,38.82,0.0345
A_T2,0.02,38.87,0.0345
A_T2,0.03,38.94,0.0345
A_T2,0.02,39,0.0345
A_T2,0.02,39.05,0.0345
A_T2,0.03,39.11,0.0345
A_T2,0.02,39.18,0.0345
A_T2,0.03,39.24,0.0345
A_T2,0.02,39.3,0.0345
A_T2,0.01,39.34,0.0345
A_T2,0.04,39.41,0.0345
A_T2,0.01,39.46,0.0345
A_T2,0.04,39.52,0.0345
A_T2,0.01,39.59,0.0345
A_T2,0.02,39.64,0.0345
A_T2,0.03,39.7,0.0345
A_T2,0.02,39.76,0.0345
A_T2,0.03,39.81,0.0345
A_T2,0.02,39.88,0.0345
A_T2,0.02,39.94,0.0345
A_T2,0.03,40,0.0345
A_T2,0.02,40.06,0.0345
A_T2,0.03,40.12,0.0345
A_T2,0.02,40.18,0.0345
A_T2,0.01,40.25,0.0345
A_T2,0.04,40.29,0.0345
A_T2,0.01,40.36,0.0345
A_T2,0.04,40.43,0.0345
A_T2,0.01,40.48,0.0345
A_T2,0.02,40.54,0.0345
A_T2,0.03,40.59,0.0345
A_T2,0.02,40.65,0.0345
A_T2,0.03,40.71,0.0345
A_T2,0.02,40.77,0.0345
A_T2,0.02,40.84,0.0345
A_T2,0.03,40.89,0.0345
A_T2,0.02,40.94,0.0345
A_T2,0.03,41,0.0345
A_T2,0.02,41.06,0.0345
A_T2,0.01,41.13,0.0345
A_T2,0.04,41.19,0.0345
A_T2,0.01,41.24,0.0345
A_T2,0.04,41.29,0.0345
A_T2,0.01,41.35,0.0345
A_T2,0.02,41.43,0.0345
A_T2,0.03,41.48,0.0345
A_T2,0.02,41.53,0.0345
A_T2,0.03,41.59,0.0345
A_T2,0.02,41.65,0.0345
A_T2,0.02,41.7,0.0345
A_T2,0.03,41.76,0.0345
A_T2,0.02,41.82,0.0345
A_T2,0.03,41.88,0.0345
A_T2,0.02,41.94,0.0345
A_T2,0.01,41.99,0.0345
A_T2,0.04,42.05,0.0345
A_T2,0.01,42.1,0.0345
A_T2,0.04,42.15,0.0345
A_T2,0.01,42.21,0.0345
A_T2,0.02,42.27,0.0345
A_T2,0.03,42.32,0.0345
A_T2,0.02,42.4,0.0345
A_T2,0.03,42.45,0.0345
A_T2,0.02,42.5,0.0345
A_T2,0.03,42.56,0.0345
A_T2,0.02,42.61,0.0345
A_T2,0.02,42.68,0.0345
A_T2,0.03,42.73,0.0345
A_T2,0.02,42.79,0.0345
A_T2,0.03,42.85,0.0345
A_T2,0.02,42.9,0.0345
A_T2,0.01,42.95,0.0345
A_T2,0.04,43.01,0.0345
A_T2,0.01,43.06,0.0345
A_T2,0.04,43.11,0.0345
A_T2,0.01,43.17,0.0345
A_T2,0.02,43.23,0.0345
A_T2,0.03,43.29,0.0345
A_T2,0.02,43.34,0.0345
A_T2,0.03,43.4,0.0345
A_T2,0.02,43.45,0.0345
A_T2,0.02,43.51,0.0345
A_T2,0.03,43.56,0.0345
A_T2,0.02,43.61,0.0345
A_T2,0.03,43.67,0.0345
A_T2,0.02,43.71,0.0345
A_T2,0.01,43.77,0.0345
A_T2,0.04,43.83,0.0345
A_T2,0.01,43.88,0.0345
A_T2,0.04,43.94,0.0345
A_T2,0.01,44,0.0345
A_T2,0.02,44.05,0.0345
A_T2,0.03,44.11,0.0345
A_T2,0.02,44.16,0.0345
A_T2,0.03,44.21,0.0345
A_T2,0.02,44.27,0.0345
A_T2,0.02,44.32,0.0345
A_T2,0.03,44.38,0.0345
A_T2,0.02,44.43,0.0345
A_T2,0.03,44.51,0.0345
A_T2,0.02,44.55,0.0345
A_T2,0.03,44.59,0.0345
A_T2,0.02,44.65,0.0345
A_T2,0.01,44.7,0.0345
A_T2,0.04,44.76,0.0345
A_T2,0.01,44.8,0.0345
A_T2,0.04,44.86,0.0345
A_T2,0.01,44.91,0.0345
A_T2,0.02,44.96,0.0345
A_T2,0.03,45.01,0.0345
A_T2,0.02,45.07,0.0345
A_T2,0.03,45.12,0.0345
A_T2,0.02,45.17,0.0345
A_T2,0.02,45.22,0.0345
A_T2,0.03,45.28,0.0345
A_T2,0.02,45.33,0.0345
A_T2,0.03,45.39,0.0345
A_T2,0.02,45.43,0.0345
A_T2,0.01,45.49,0.0345
A_T2,0.04,45.54,0.0345
A_T2,0.01,45.6,0.0345
A_T2,0.04,45.64,0.0345
A_T2,0.01,45.7,0.0345
A_T2,0.02,45.75,0.0345
A_T2,0.03,45.8,0.0345
A_T2,0.02,45.85,0.0345
A_T2,0.03,45.89,0.0345
A_T2,0.02,45.95,0.0345
A_T2,0.02,46,0.0345
A_T2,0.03,46.04,0.0345
A_T2,0.02,46.1,0.0345
A_T2,0.03,46.15,0.0345
A_T2,0.02,46.19,0.0345
A_T2,0.01,46.24,0.0345
A_T2,0.04,46.3,0.0345
A_T2,0.01,46.36,0.0345
A_T2,0.04,46.4,0.0345
A_T2,0.01,46.46,0.0345
A_T2,0.02,46.5,0.0345
A_T2,0.03,46.55,0.0345
A_T2,0.02,46.59,0.0345
A_T2,0.03,46.64,0.0345
A_T2,0.02,46.71,0.0345
A_T2,0.02,46.75,0.0345
A_T2,0.03,46.8,0.0345
A_T2,0.02,46.85,0.0345
A_T2,0.03,46.89,0.0345
A_T2,0.02,46.96,0.0345
A_T2,0.01,47,0.0345
A_T2,0.04,47.03,0.0345
A_T2,0.01,47.1,0.0345
A_T2,0.04,47.14,0.0345
A_T2,0.01,47.18,0.0345
A_T2,0.02,47.23,0.0345
A_T2,0.03,47.28,0.0345
A_T2,0.02,47.33,0.0345
A_T2,0.03,47.38,0.0345
A_T2,0.02,47.43,0.0345
A_T2,0.03,47.48,0.0345
A_T2,0.02,47.51,0.0345
A_T2,0.02,47.57,0.0345
A_T2,0.03,47.62,0.0345
A_T2,0.02,47.66,0.0345
A_T2,0.03,47.71,0.0345
A_T2,0.02,47.78,0.0345
A_T2,0.01,47.82,0.0345
A_T2,0.04,47.86,0.0345
A_T2,0.01,47.92,0.0345
A_T2,0.04,47.97,0.0345
A_T2,0.01,48.01,0.0345
A_T2,0.02,48.06,0.0345
A_T2,0.03,48.12,0.0345
A_T2,0.02,48.16,0.0345
A_T2,0.03,48.19,0.0345
A_T2,0.02,48.23,0.0345
A_T2,0.02,48.3,0.0345
A_T2,0.03,48.34,0.0345
A_T2,0.02,48.37,0.0345
A_T2,0.03,48.42,0.0345
A_T2,0.02,48.47,0.0345
A_T2,0.03,48.52,0.0345
A_T2,0.02,48.56,0.0345
A_T2,0.01,48.61,0.0345
A_T2,0.04,48.65,0.0345
A_T2,0.01,48.7,0.0345
A_T2,0.04,48.75,0.0345
A_T2,0.01,48.79,0.0345
A_T2,0.02,48.83,0.0345
A_T2,0.03,48.88,0.0345
A_T2,0.02,48.94,0.0345
A_T2,0.03,48.98,0.0345
A_T2,0.02,49.02,0.0345
A_T2,0.02,49.06,0.0345
A_T2,0.03,49.11,0.0345
A_T2,0.02,49.15,0.0345
A_T2,0.03,49.21,0.0345
A_T2,0.02,49.24,0.0345
A_T2,0.01,49.29,0.0345
A_T2,0.04,49.33,0.0345
A_T2,0.01,49.39,0.0345
A_T2,0.04,49.42,0.0345
A_T2,0.01,49.46,0.0345
A_T2,0.02,49.51,0.0345
A_T2,0.03,49.55,0.0345
A_T2,0.02,49.6,0.0345
A_T2,0.03,49.64,0.0345
A_T2,0.02,49.69,0.0345
A_T2,0.02,49.73,0.0345
A_T2,0.03,49.77,0.0345
A_T2,0.02,49.81,0.0345
A_T2,0.03,49.86,0.0345
A_T2,0.02,49.9,0.0345
A_T2,0.01,49.95,0.0345
A_T2,0.04,49.98,0.0345
A_T2,0.01,50.02,0.0345
A_T2,0.04,50.06,0.0345
A_T2,0.01,50.1,0.0345
A_T2,0.04,50.15,0.0345
A_T2,0.01,50.18,0.0345
A_T2,0.02,50.22,0.0345
A_T2,0.03,50.28,0.0345
A_T2,0.02,50.32,0.0345
A_T2,0.03,50.36,0.0345
A_T2,0.02,50.4,0.0345
A_T2,0.02,50.44,0.0345
A_T2,0.03,50.47,0.0345
A_T2,0.02,50.53,0.0345
A_T2,0.03,50.56,0.0345
A_T2,0.02,50.6,0.0345
A_T2,0.01,50.65,0.0345
A_T2,0.04,50.69,0.0345
A_T2,0.01,50.74,0.0345
A_T2,0.04,50.77,0.0345
A_T2,0.01,50.8,0.0345
A_T2,0.04,50.86,0.0345
A_T2,0.01,50.91,0.0345
A_T2,0.02,50.94,0.0345
A_T2,0.03,50.98,0.0345
A_T2,0.02,51.01,0.0345
A_T2,0.03,51.06,0.0345
A_T2,0.02,51.1,0.0345
A_T2,0.02,51.14,0.0345
A_T2,0.03,51.19,0.0345
A_T2,0.02,51.21,0.0345
A_T2,0.03,51.26,0.0345
A_T2,0.02,51.29,0.0345
A_T2,0.01,51.32,0.0345
A_T2,0.04,51.37,0.0345
A_T2,0.01,51.4,0.0345
A_T2,0.04,51.44,0.0345
A_T2,0.01,51.49,0.0345
A_T2,0.02,51.53,0.0345
A_T2,0.03,51.57,0.0345
A_T2,0.02,51.61,0.0345
A_T2,0.03,51.63,0.0345
A_T2,0.02,51.68,0.0345
A_T2,0.02,51.72,0.0345
A_T2,0.03,51.75,0.0345
A_T2,0.02,51.8,0.0345
A_T2,0.03,51.83,0.0345
A_T2,0.02,51.87,0.0345
A_T2,0.03,51.91,0.0345
